Drug,%Dead,Date,shP53,shCHK2,shATR,shCHK1,shATX,shDNAPK,shBOK,shBIM
cisplatin,86,11/21/2011,4.254706515,4.278049664,-0.243216201,-1.940420438,-1.40443802,0.736050677,-0.651401403,1.115539652
cisplatin,86,6/13/2014,4.159858819,4.596413866,-0.437520635,-1.58201957,-0.774554834,0.682188596,0.024254884,1.009938237
cisplatin,86,4/28/2012,4.073755422,4.205654443,-0.056736645,-1.555315141,-1.341085097,0.710470141,-0.060097948,0.858750009
cisplatin,89,3/2/2012,4.917416368,5.215056186,0.470002026,-1.5477835,-0.760470324,0.978948516,-1.336914275,1.876918516
cisplatin,85,5/5/2012,3.869268441,4.302890018,-0.367161995,-2.112432628,-1.052102534,0.513819965,0.136391821,1.01731911
cisplatin,84,1/16/2012,4.095619443,3.955713019,-0.642780327,-1.730323986,-1.526577547,0.623168115,-0.705179853,0.967789412
cisplatin,83,11/17/2011,4.398978845,4.632571667,-0.500533316,-1.462515471,-1.215526387,0.554518672,-0.847433601,0.560098835
cisplatin,83,4/25/2014,3.794724115,4.747845377,0.053878369,-1.792602658,-1.346274006,0.541429466,-0.234646438,1.084185176
cisplatin,83,3/2/2014,4.154216396,3.585117488,-0.034812398,-1.616674264,-1.056873345,0.027000358,-0.568687356,0.830023997
cisplatin,84,2/26/2012,4.302629951,4.605175556,0.091312552,-1.850527548,-0.925941788,0.574341385,-1.038098122,1.596326211
cisplatin,83,MAY-5-2014,4.027204358,3.810339191,-0.071056835,-1.770862644,-0.839693001,0.436243741,-0.281717444,1.009520042
cisplatin,82,4/28/2016,3.063457378,3.509963158,-0.162223481,-0.837785616,-0.800574704,0.469233201,-0.295895787,0.380654505
cisplatin,82,7/3/2014,4.242599266,3.647330229,0.082888678,-1.843193182,-0.698655308,0.376359952,-0.438532515,1.160663432
cisplatin,81,12/23/2012,3.748138437,4.438583744,0.380105308,-1.172889241,-1.049429942,0.575899864,-0.045016485,1.244803669
cisplatin,81,4/29/2016,3.063457378,3.466676735,-0.330927708,-0.941306882,-1.336724686,,-0.20829634,0.918920836
cisplatin,81,5/9/2012,4.072114877,3.918841967,0.07645125,-1.807618231,-1.113519511,0.793522586,0.11136058,0.777458261
cisplatin,81,5/18/2012,3.900050787,3.834393646,-0.181032993,-1.690645804,-1.181907496,0.536193328,-0.068619355,0.743812307
cisplatin,80,4/25/2012,3.714199666,3.490228557,-0.288389366,-1.774547779,-1.446203544,0.601882637,-0.367346851,1.296638392
cisplatin,80,5/22/2014,3.752258555,3.806653734,-0.647008136,-1.832680053,-1.239665078,0.389900679,-0.491214927,1.257841996
cisplatin,80,5/12/2012,3.58958357,3.340264154,-0.294092395,-1.887571855,-1.401371706,0.554600646,-0.566103473,1.041460648
cisplatin,79,3/23/2012,3.943239754,3.655664668,0.203161479,-1.750147637,-1.544650286,0.793196943,-0.821260878,1.426182882
cisplatin,79,5/24/2012,4.110062675,4.334807465,-0.40446661,-1.559761947,-1.70362261,0.414009573,0.471225777,0.895067882
cisplatin,76,6/26/2014,3.607485517,2.804109943,0.198611195,-1.538091399,-0.765703099,0.391681678,-0.932849495,1.068583503
cisplatin,76,5/21/2014,3.510038371,3.649905877,-0.456244403,-1.598294095,-1.092593327,0.458320534,-0.588296416,1.487115177
Cisplatin,68,JUL-21-2014,4.008653984,3.422428613,0.107717036,-1.638945542,-1.256339753,0.176386973,-0.706121864,1.239765458
phenanthriplatin,95,12/17/2011,3.265780153,1.505191604,-0.971105168,-0.944386025,-2.098543983,0.500020164,0.661136418,1.56305425
phenanthriplatin,95,11/17/2011,3.693798993,1.601612767,0.083811548,-0.777151073,-1.057127639,0.413241986,0.520919297,1.504479795
phenanthriplatin,94,12/8/2011,2.960312083,1.303658882,1.193330795,-0.513930954,-1.24010621,0.509107365,0.697859567,1.862743492
phenanthriplatin,91,5/18/2012,3.1973378,1.376696907,-0.026749043,-0.274620886,-1.716824891,0.725605732,0.093714435,1.038390383
phenanthriplatin,91,12/11/2012,3.105794664,1.584351286,-0.185772131,-0.620712526,-1.780870765,0.015036981,0.157241335,1.026715622
phenanthriplatin,91,5/14/2012,3.022878433,1.175539173,0.068655516,-0.982329309,-1.52321573,0.310708487,0.231759291,1.094159855
phenanthriplatin,91,5/5/2012,2.716154977,1.165422077,-0.078616874,-0.409540334,-1.112011288,0.41082955,-0.39866417,1.25901026
phenanthriplatin,91,8/15/2012,2.143772327,0.872876212,0.313940184,-0.52466199,-0.958249843,-0.044343355,-0.05300725,0.358034496
phenanthriplatin,91,12/17/2011,2.877020855,1.535570082,0.042003521,-0.455772534,-1.348418372,0.397013947,0.575373149,1.437004027
phenanthriplatin,90,4/8/2012,2.85252663,1.528832273,-0.024256312,-0.45530867,-0.969634195,0.805043116,0.097475311,1.351572406
phenanthriplatin,90,3/29/2012,3.110538375,1.110126189,-0.21647304,-0.656540383,-1.275339678,0.433266333,0.744000457,1.326981323
phenanthriplatin,90,12/8/2011,2.796505017,1.115652544,0.817611555,-0.719838741,-1.703376009,0.499534165,0.5981274,1.491690886
phenanthriplatin,89,12/17/2011,2.94196446,1.208065784,0.112034723,-0.581338143,-1.348418372,0.191456853,0.4987272,1.622379377
phenanthriplatin,87,4/25/2012,2.698476758,1.258619891,-0.353129905,-0.711218399,-1.581187268,-0.117818984,-0.079878579,1.032773533
phenanthriplatin,86,3/23/2012,1.236739042,1.401931844,-0.118883347,-0.510711272,-1.665490191,0.585861576,0.598544708,1.078901213
phenanthriplatin,86,12/8/2011,2.546333598,1.219913349,0.700578467,-0.620958243,-1.554553609,0.396131934,0.527685163,1.370145009
phenanthriplatin,85,3/2/2014,2.554430007,1.210909926,-0.106290016,-0.558965133,-1.138113262,-0.708123301,-0.285825404,0.75653617
phenanthriplatin,84,3/29/2012,2.819173213,1.032549925,-0.409540334,-0.287106676,-1.417798447,0.361922619,0.663674477,1.228840231
phenanthriplatin,84,12/17/2011,2.751889446,1.214508756,-0.336802516,-0.558549038,-1.4515787,0.31024437,0.22953637,1.354720636
phenanthriplatin,81,5/5/2012,2.265088768,1.187687705,-0.105554465,-0.470002026,-1.022861666,0.394635427,-0.025851504,0.890793626
phenanthriplatin,77,5/24/2012,2.452139919,1.071601902,0.166470195,-0.424937808,-1.806275787,0.177158665,1.049063843,0.938388158
Phenanthriplatin,74,JAN-16-2012,2.216356318,1.017929211,-0.217836516,-0.339912745,-1.11456998,0.052406424,0.085695915,0.809777584
phenanthriplatin,70,11/21/2011,2.249571694,0.845704221,-0.079444932,-0.326730156,-1.194123828,0.125196707,-0.102426949,1.095326552
phenanthriplatin,70,11/17/2011,2.076656086,0.945851023,-0.051640983,-0.455646739,-0.952471942,0.086648375,0.405088486,0.866362124
phenanthriplatin,62,11/21/2011,2.087323548,0.724549253,-0.015707681,-0.376253582,-1.040823581,0.100533509,-0.404379019,0.886549413
phenanthriplatin,51,11/21/2011,1.863397444,0.693025532,-0.03943646,-0.347794539,-0.923863726,0.228960792,-0.298460892,0.825163054
phenanthriplatin,49,11/21/2011,1.942202489,0.686696469,0.092469752,-0.326730156,-1.102330346,0.135712254,-0.17974819,0.787002524
phenanthriplatin,48,7/22/2014,1.897281489,0.643405106,-0.270008049,-0.602365241,-0.743009839,-0.130687252,-0.712216824,0.829806252
carboplatin,77,1/16/2012,3.871544578,3.66920358,0.18529229,-1.61103246,-1.330813764,0.652428356,-0.433540545,1.087000064
carboplatin,84,2/26/2012,4.961721039,5.665352461,0.400873968,-1.756711509,-1.104361841,1.172889241,-0.759565973,1.874126782
carboplatin,57,1/21/2012,2.97089913,3.503053926,0.359756277,-0.827032749,-0.821260878,0.581386959,-0.194378045,0.710665229
oxaliplatin,89,1/16/2012,2.741554389,1.046223803,-0.301023992,-0.326201417,-0.749839019,0.065289096,0.516978745,0.385664306
oxaliplatin,92,5/30/2014,2.909122506,0.931558944,-0.155320423,0.671738944,-1.188753809,-0.470502976,0.376474597,0.527803424
oxaliplatin,90,4/25/2014,2.640929966,1.443850745,0,-0.019713564,-1.390105644,-0.108196576,0.880410591,0.975861615
oxaliplatin,88,3/12/2012,2.341616292,0.417668596,0.078917418,-0.069041644,-0.860770516,0.111339943,0.753748535,0.664056629
oxaliplatin,86,12/11/2012,2.747429929,1.207471153,-0.052957211,0.191900858,-1.147293665,-0.190868995,0.819365861,0.710067393
oxaliplatin,82,5/20/2016,1.74059612,1.678085705,-0.500323021,0.062469227,-1.0103139,0.147950971,0.78039912,0.77743338
oxaliplatin,82,3/2/2014,2.185476508,0.485388486,-0.11845508,0.222093045,-0.489521214,-0.949239063,0.355223842,0.601416706
oxaliplatin,79,3/23/2012,2.404764756,1.313024033,0.264361065,0.268899817,-1.19821121,0.282570307,1.124705227,0.641049245
oxaliplatin,75,5/3/2014,2.07314547,0.734694925,0.029203535,0.201233758,-0.643019602,0.186842919,1.005773175,0.435376263
oxaliplatin,74,12/9/2012,2.341762994,1.294629136,-0.25733286,0.073677393,-1.118398358,-0.047461354,0.814468415,0.697266979
oxaliplatin,77,1/16/2012,2.274220954,1.182815342,0.174189286,-0.194236077,-0.733443463,0.026381203,0.810474383,0.685263043
oxaliplatin,93,1/21/2012,2.84203596,1.589297488,0.306626031,0.255454219,-1.186679788,0.108853967,1.106281433,1.112007673
oxaliplatin,80,1/21/2012,2.558686477,1.27677807,0.385781498,0.178401786,-0.708163924,-0.025023089,1.099443808,0.903728095
pyriplatin,88,1/16/2012,3.248025608,3.10929143,-0.190898925,-1.499956246,-0.95940668,0.623168115,-1.027198141,1.303797925
pyriplatin,79,1/16/2012,2.908062397,2.848639676,-0.231449516,-1.183536188,-0.95940668,0.623168115,-0.83867085,1.198819875
pyriplatin,88,1/21/2012,3.387640936,4.495986435,-0.114812566,-1.401672168,-0.483174596,0.637410838,-1.379933698,1.713812519
pyriplatin,72,1/21/2012,3.004387822,3.960479886,-0.149020708,-2.254726912,-0.821260878,0.414758248,-1.379933698,1.279467774
ActinomycinD,79,1/27/2012,3.102883331,0.200715394,0.937231445,-0.371006917,-1.095855327,0.346200682,0.388212156,1.044097668
ActinomycinD,92,4/29/2012,2.855900222,1.076619223,1.05756175,-0.029143402,-1.821376332,0.13076158,-0.103287116,0.964658092
ActinomycinD,87,3/12/2012,3.322544613,-0.194835695,0.932828784,-0.189633684,-1.940463158,0.706524481,0.194197394,1.229104236
SAHA,91,2/25/2012,0.890937981,0.157158694,-0.456381459,-2.28713727,0.137812429,1.346230772,-0.871361332,3.644998466
SAHA,90,1/27/2012,1.320199281,0.344338454,-0.590552479,-1.742455147,-0.680336368,0.292389041,-0.305077706,3.808031979
SAHA,83,7/1/2012,0.203639414,-0.811937024,-0.737836007,-1.573950595,-1.018015645,0.517766224,-0.718482274,2.942126505
SAHA,83,4/29/2012,0.613024786,0.24700555,-0.681939749,-3.179168846,-0.245219411,0.594516252,-1.024078107,3.16096986
SAHA,78,2/25/2012,0.4866906,0,-0.283479684,-2.404113392,-0.220485356,0.993732667,-0.687116103,2.900552051
SAHA,75,7/6/2012,0.345194372,0.187473352,-0.332245639,-1.483543401,-0.209643929,0.317044371,-1.086310326,2.687213613
SAHA,65,2/12/2012,1.381748181,0.221165193,-0.397373621,-1.013102737,-0.793793348,0.646218364,0.170318646,2.449440203
Taxol,91,8/31/2012,3.808969628,0.345684408,-0.319068441,-1.381424788,-2.036389405,0.017577768,-1.676433288,0.737920803
Taxol,91,11/22/2013,4.165465353,0.381194044,-0.544352005,-1.882513907,-1.720140972,-0.20069735,-1.710493383,0.76667508
Taxol,92,10/16/2013,3.18854068,0.686842115,-0.471466599,-2.01662383,-1.198209779,-0.13196534,-1.471298232,0.088536675
Taxol,90,1/27/2012,2.782690636,0.046146972,0.074604699,-1.333542601,-0.109206617,-0.452767888,-1.088377295,0.849696305
Taxol,90,9/5/2013,3.724892762,0.62398439,0,-1.72283372,-2.133062026,-0.21492375,-1.176744024,0.895860879
Taxol,90,10/31/2013,3.314314911,0.554876775,-2.398391937,-3.690181813,-1.293731203,-3.493335991,-3.200139614,-1.480805269
Taxol,90,3/23/2012,2.841212302,-0.124494831,0.281573914,-1.033748741,-0.037080548,-0.115093777,-0.730180147,0.904688114
Taxol,90,4/14/2013,3.258102091,0.628166198,-0.550921663,-1.525174792,-1.418033958,-0.597504943,-2.034973327,0.49584494
Taxol,89,11/21/2013,3.459431619,0.128610275,-0.074076591,-1.396517411,-1.419800445,-0.06576777,-0.963005793,0.678938649
Taxol,88,4/27/2012,2.8305799,0.051563456,0.063453281,-1.250363242,-1.476589451,0,-0.958274296,-0.106065346
Taxol,88,2/3/2014,3.656828487,0.66880748,0,-0.782546628,-0.802744851,-0.080259572,-0.925174962,0.924379323
Taxol,88,14-Oct,3.441904736,0.371968777,-0.1469287,-1.787496452,-1.657718843,-0.273798035,-2.188303531,0.800156365
Taxol,87,11/2/2013,3.640604904,0.831040452,-2.056419496,-1.793909391,-1.304854582,-2.72983613,-3.165451525,-0.913149586
Taxol,86,2/15/2014,2.929315232,0.290710745,0.262376542,-1.479126707,-1.112513906,-0.45282759,-1.149747162,0.905149021
Taxol,86,3/25/2012,2.118799491,-0.071056835,0.098622862,-0.557170349,-0.651425661,-0.618962701,-0.44302167,0.534546098
Taxol,86,3/6/2014,3.524130506,0.88542445,0.162890437,-1.155074102,-1.712064775,-0.340539228,-1.458556389,0.685656739
Taxol,86,11/15/2013,4.105073857,0.402449678,-0.088536675,-1.522160664,-1.850862873,,-1.11035129,0.759275756
Taxol,86,12/9/2011,2.028419306,-0.210713015,-0.164886132,-1.188793895,-0.873014348,-0.473106335,-1.499780368,-0.832188376
Taxol,86,2/19/2012,3.219320436,-0.725801227,-0.220471852,-1.826965562,-1.174262463,-1.062256534,-3.007152844,0.145188666
Taxol,85,6/7/2014,2.492706332,0.277371382,0.250173307,-1.499269219,-1.285051722,-0.26145119,-1.331239989,0.818715036
Taxol,85,9/21/2013,3.274033405,0.095704514,0.572417247,-1.031922134,-1.25161256,0,-1.491991877,0.850139789
Taxol,84,9/26/2013,3.67688499,0.337034987,0.252476576,-1.689220585,-1.018378529,0.265951889,-1.343954401,1.131244533
Taxol,84,7/17/2013,3.574428338,0.95594482,0.314873337,-1.655906524,-1.426749109,0,-1.46712601,0.963005793
Taxol,83,2/4/2013,3.435165993,0.070570128,-0.024860095,-1.285282584,-1.202090689,-0.232013063,-1.316793842,0.944232265
Taxol,82,6/1/2014,3.136279173,0.341073737,0,-1.650908806,-1.171468486,-0.493691752,-1.590393759,0.37853382
Taxol,81,1/27/2012,2.490615212,0.019841172,0.025183618,-0.816031111,-0.081208551,-0.116761414,-0.988604041,0.789705331
Taxol,81,7/16/2012,2.491870644,0,-0.049631841,-1.194695133,-0.897932064,0.265685843,-1.960697246,0.554316301
Taxol,79,4/27/2012,2.443539368,0.640601119,0,-0.9136246,-1.192413264,-0.260691111,-0.675040276,0.17375048
Taxol,78,9/4/2013,2.733825887,0.686842115,0.376113265,-1.343954401,-1.68563681,0.20469042,-0.953324539,1.033947332
Taxol,78,2/1/2014,2.635499894,0.790875768,0.265951889,-0.67652974,-0.392317423,0,-0.481104695,0.777607579
Taxol,78,4/25/2012,2.432832331,-0.210506548,-0.54836129,-1.316166246,-1.156112839,-0.207865444,-1.296730362,0.566768578
Taxol,75,8/14/2012,2.558500291,-0.027734323,-0.178401786,-1.436863862,-1.271510188,0.028180001,-1.568231005,-1.40837582
Taxol,75,2/13/2014,2.677440634,0.483039045,-0.193431457,-1.101491428,-0.836900253,-0.387235401,-0.649445029,0.661655511
Taxol,75,9/22/2013,3.133855747,0.337034987,0,-1.467274434,-2.083792937,-0.180459164,-1.190331212,0.954532047
Taxol,74,7/30/2013,2.889523464,-0.331333243,0.091922489,-1.553492528,-1.32038428,0.116409492,-1.36545547,0.691877705
Taxol,73,7/31/2013,2.896361272,0.361656403,0,-1.87036472,-1.726662522,-0.431282829,-1.079538765,0.637429921
Taxol,73,2/14/2014,2.243004884,0.388771845,-0.190758946,-1.300142423,-1.251720792,-0.320071726,-0.984594374,1.176035761
Taxol,71,2/12/2012,2.048673847,-0.799068667,-0.613617405,-1.981387894,-0.409826975,-0.975204208,-2.066878852,0.16287161
Taxol,71,10/27/2013,2.478047297,0.21492375,-2.50779464,-3.233950687,-3.703246519,-2.932421542,-3.946957228,-1.431339312
Taxol,65,2/12/2014,2.55063824,0,0.110182918,-1.650253961,-0.91753784,0.116409492,-0.857334771,0.509414596
Taxol,52,2/13/2012,1.5925291,-0.775600211,-0.275073416,-1.639591157,-0.248212584,-0.844830999,-1.773125676,-0.015161188
Rapamycin,91,2/12/2012,2.323376402,0.050779036,0.227753801,-0.959986186,-0.563425608,0.175859269,1.746192055,1.506522663
Rapamycin,71,3/12/2012,2.239946664,-0.077968013,0.256644125,-0.800486191,-2.00121591,-0.358659688,1.00419879,1.165523459
Rapamycin,86,2/12/2012,2.019051841,0.12513141,0.079111472,-1.327700335,-1.989460698,0.162890437,1.35202496,1.097881392
5-Fluorouracil,92,2/14/2014,2.636182949,0.932885804,-0.919964005,0.127616832,-2.868804563,0.355354371,1.185381455,1.418127445
5-Fluorouracil,92,5/19/2016,3.25619657,0.668347943,-0.647790019,-2.028932713,-0.342501087,0.271458057,0.802488943,1.425731517
5-Fluorouracil,91,2/13/2014,2.694861753,0.990222158,-0.062364704,-1.977661213,0.171954637,0.189567834,1.106915204,1.143973602
5-Fluorouracil,91,4/23/2016,2.819792025,0.971596573,-0.240897174,-0.847768988,-0.527300546,0.807643567,1.269400094,1.249307789
5-Fluorouracil,90,3/25/2012,2.653607844,1.110260872,0.039972221,-2.137244303,-0.092647207,0.769695637,1.604075922,1.697054403
5-Fluorouracil,90,11/23/2012,3.538082639,1.195991298,-0.790646776,-2.270548957,-0.572430186,0.746024112,1.297363655,1.5361844
5-Fluorouracil,90,10/28/2013,4.485728362,1.370622352,-0.316956953,-1.666955873,0,1.119298928,1.856936951,2.169925001
5-Fluorouracil,90,2/12/2014,2.958586314,0.482151695,-0.371968777,-2.756781052,0.497499659,0.22659241,0.782546628,1.159995884
5-Fluorouracil,90,3/29/2013,2.204898927,1.066758613,-0.241454852,-1.786542773,0.342644111,1.063801988,1.230663311,1.363750465
5-Fluorouracil,89,1/17/2013,2.503547898,1.014646776,-0.673639046,-2.030784443,-0.147392295,0.435982628,1.299457434,0.621132989
5-Fluorouracil,89,4/21/2014,3.425404215,1.219762784,-0.286559964,-1.197713152,0.244161529,0.56415975,1.818897652,1.036775168
5-Fluorouracil,89,1/31/2013,2.688643853,1.066101457,-0.302214161,-2.368186207,0.763996392,0.465501187,1.788473414,1.325119925
5-Fluorouracil,89,4/15/2013,3.16588848,1.121650542,-0.366271672,-1.754129421,-0.081706714,0.475951879,1.557016345,1.196190656
5-Fluorouracil,89,9/20/2014,1.888149819,1.574001994,-0.371855357,-1.90064236,0.524077402,0.658099258,1.943258366,1.461522533
5-Fluorouracil,89,3/8/2013,2.911683934,0.587234462,-0.504812989,-2.104576975,-0.087589792,0.252287258,1.511416873,1.395235106
5-Fluorouracil,89,8/5/2013,2.90841645,0.995895602,0.195654101,-1.505423736,-0.123593945,0.256775415,1.315041709,1.230297619
5-Fluorouracil,89,2/4/2013,2.993845387,0.814191767,-0.363263995,-2.497326228,0.439781336,0.537834967,1.405715869,1.452817368
5-Fluorouracil,89,3/12/2012,3.220550706,0.754738101,-0.00206136,-1.776091346,-0.75372152,0.523123247,1.703445032,1.523187006
5-Fluorouracil,88,2/11/2013,3.148335532,0.789517107,0.019057706,-2.528383657,0.799422593,0.559631152,1.348631251,2.031616577
5-Fluorouracil,88,4/8/2013,2.298740515,1.051933657,-0.662699361,-3.026609597,-0.357249922,0.184187488,1.251380401,0.630954618
5-Fluorouracil,88,10/13/2014,2.827200886,1.011713659,-0.408785906,-1.728345469,0.188936506,0.756326653,1.813439685,1.417872429
5-Fluorouracil,88,2/1/2014,3.055403148,1.017468178,-0.095704514,-0.916533177,0.656743396,0.706033735,1.582702994,1.506959989
5-Fluorouracil,88,9/22/2013,3.20322945,1.106915204,-0.854062907,-2.534183678,0.104740833,0.402449678,1.652638997,1.326500825
5-Fluorouracil,88,4/19/2014,2.553785244,1.187829369,-0.577651553,-2.308228632,0.560238562,0.465904901,1.701141524,1.226676125
5-Fluorouracil,88,2/1/2013,2.9136669,1.235288105,0.089214796,-2.743251787,0.331705321,0.491777079,1.61467702,0.918022083
5-Fluorouracil,88,3/4/2012,2.917170415,1.100498353,-0.356123788,-1.937762323,-0.264361065,0.436475798,1.526920497,1.822096941
5-Fluorouracil,88,3/2/2012,2.869451043,0.664184664,0.060461692,-1.77600053,-0.176458976,0.476791141,1.388146083,1.622345689
5-Fluorouracil,87,11/24/2012,2.620698332,1.167818507,-0.771986209,-2.499303785,0.196771277,0.571296935,1.81065091,1.357684785
5-Fluorouracil,87,9/21/2013,3.20322945,1.294542207,-0.156935163,-2.329473025,0.314873337,0.428957477,1.453717967,1.21813354
5-Fluorouracil,87,4/14/2013,2.903409287,0.997348246,-0.64712735,-2.566860694,,0.374628824,1.401625379,1.49300694
5-Fluorouracil,87,7/14/2013,2.942907967,1.047854118,-0.300394933,-2.648935439,0.890876677,0.925343852,1.648837194,1.02148738
5-Fluorouracil,87,5/18/2016,2.71751604,0.7081344,-0.398019027,-1.381249186,0.296502978,0.46803971,1.150020256,1.524127909
5-Fluorouracil,87,5/3/2014,2.711230358,0.747785611,-0.656343134,-1.584854762,0.035800721,0.74417601,1.170709629,1.041251195
5-Fluorouracil,87,10/24/2014,1.915544965,1.047493864,-0.484208049,-3.305078062,0.368151112,0.193244629,1.342273025,0.937263529
5-Fluorouracil,87,12/9/2012,3.002893462,1.278236281,-0.555002349,-2.580796471,0.433941186,0.619963307,1.71819651,1.415082361
5-Fluorouracil,87,2/3/2014,3.656828487,0.66880748,0,-0.782546628,-0.061557761,0.956696216,1.36545547,1.793909391
5-Fluorouracil,87,8/2/2015,2.420819008,0.558985395,0.507956272,-1.060759655,0.012222314,0.816929558,1.30607885,1.507492792
5-Fluorouracil,87,10/27/2013,2.94753258,0.993486693,-0.825056924,-2.014548309,0.689070904,0.983922603,2.091147888,1.816288047
5-Fluorouracil,87,10/5/2015,2.847957762,0.906413964,0.370080186,-1.887516849,0.846290585,1.133036568,1.382688722,1.345691696
5-Fluorouracil,87,4/24/2016,2.745003848,0.762856798,-0.158830055,-1.200001334,-0.043066518,0.579933493,1.072726518,1.599650493
5-Fluorouracil,87,6/24/2013,2.30540404,0.825056924,-0.153623189,-1.32038428,0.361656403,0.300394933,1.370622352,1.315041709
5-Fluorouracil,87,9/29/2012,1.600611282,0.517797864,-0.143887522,-2.029325446,0.105260719,0.551097113,1.116421221,0.848334517
5-Fluorouracil,86,1/19/2013,2.648809551,1.262344286,-0.572530308,-1.652840795,0.257823215,0.655244808,1.398912806,1.420357026
5-Fluorouracil,86,3/3/2014,2.710677201,1.327115775,-0.643583395,-2.248372529,0.443209844,0.389296363,2.203951836,1.121294067
5-Fluorouracil,86,10/12/2015,2.427099117,0.959810602,0.176660901,-1.326253595,0.590115248,0.83109417,1.116447452,1.485519578
5-Fluorouracil,86,3/21/2013,2.436979288,0.927105768,-0.474869636,-2.136001366,-0.030603028,1.099151096,1.616528831,1.154556015
5-Fluorouracil,86,11/22/2013,2.9091256,1.029747343,-0.544352005,-2.56627448,0.197396868,0.496604026,0.895138455,1.291766124
5-Fluorouracil,86,11/2/2013,2.933158396,1.307566721,-0.649092838,-2.205844576,0.621799269,0.943842821,1.431639467,1.984403145
5-Fluorouracil,86,11/15/2013,2.973829324,1.205194528,-0.480854097,-2.186656497,0.604862058,,1.68529723,1.480805269
5-Fluorouracil,86,10/17/2013,3.18854068,0.963005793,-0.743856465,-2.044394119,0.078422383,0.482151695,1.385653692,1.326500825
5-Fluorouracil,86,10/4/2015,2.80301084,0.963789108,0.435193983,-1.792365567,0.661522853,1.061806822,1.209627697,1.272995003
5-Fluorouracil,86,4/25/2014,1.677314803,1.385626463,0.040550591,-2.316038216,0.305980839,0.57860672,1.473875485,0.944132357
5-Fluorouracil,86,10/17/2014,2.884571646,1.041631478,-0.37357563,-2.79524559,0.761096318,0.701786209,1.832732798,1.28348147
5-Fluorouracil,86,4/12/2013,2.18235167,0.963471497,-0.709960207,-2.467843858,0.154232391,0.442783008,1.694425255,0.929781617
5-Fluorouracil,86,5/20/2016,3.107024832,1.139606067,-0.748498407,-1.855711084,-0.112825834,0.256665654,1.038098122,1.201384448
5-Fluorouracil,86,1/31/2015,1.480172852,0.957870779,-0.647964796,-1.973171866,0.389077427,0.978201773,1.754766207,1.261531656
5-Fluorouracil,86,12/11/2012,2.666360923,1.089997997,-0.138177153,-2.248999432,-0.153650162,0.558549038,1.433005992,1.426858055
5-Fluorouracil,86,11/15/2012,2.123221218,0.900457213,-0.323452392,-2.135273973,0.489598669,0.245450898,1.313640289,0.909833175
5-Fluorouracil,85,6/23/2013,2.490916039,0.834500985,-0.418787339,-1.848503152,0.200657006,0.657470221,1.325875279,0.917426098
5-Fluorouracil,85,6/1/2014,2.886573564,1.274740897,-0.526032541,-2.556439865,0.318947024,0.309763027,1.092222375,0.987159353
5-Fluorouracil,85,5/13/2015,2.369632679,1.150242636,-0.402647183,-1.816655218,1.092480916,0.520393894,2.374356711,1.807793551
5-Fluorouracil,85,11/22/2014,2.627626471,0.99196636,-1.01780975,-2.12289344,0.59315942,0.218038431,1.833018895,1.191951308
5-Fluorouracil,85,10/31/2013,3.614709844,1.157541277,-0.707446507,-2.547835,0.181177752,0.943842821,1.119298928,1.66703019
5-Fluorouracil,85,3/22/2013,2.351924652,1.270794197,-0.880075768,-2.166288865,0.159902082,0.86377366,1.53507195,1.408663361
5-Fluorouracil,85,7/6/2012,2.009801933,4.95780113,-0.008868328,-1.806140694,0.218937391,0.680983881,1.545244869,1.639336986
5-Fluorouracil,85,2/14/2013,2.033558778,1.096676019,-0.89407572,-2.471815343,-0.027747792,0.462842966,0.859548541,0.993598839
5-Fluorouracil,85,9/26/2013,2.291231298,0.708233876,-0.625846926,-2.425347768,0.667424661,0.937594343,1.300879555,1.304854582
5-Fluorouracil,85,12/20/2014,3.458086574,1.415498989,-0.554572502,-3.101695397,-0.211196781,0.668874253,2.10906346,1.609477948
5-Fluorouracil,85,6/17/2015,2.253226472,1.288648598,-0.222000113,-1.814542181,0.761382319,0.945552216,2.014960065,1.426301639
5-Fluorouracil,85,7/29/2013,3.078628184,0.995810466,0,-2.038886382,0.314873337,0.707446507,1.043350075,1.469485283
5-Fluorouracil,85,6/3/2015,1.327943736,0.966010337,0.08556998,-1.421012633,0.38731443,1.242685072,1.482317075,1.72440732
5-Fluorouracil,85,2/28/2013,2.195722999,0.955534417,-0.879545093,-2.425567767,0.394660774,0.433602945,1.754814204,0.862605602
5-Fluorouracil,85,6/27/2013,2.245342501,0.752689946,-0.255559285,-2.358833578,0.234210937,0.440572591,1.280107919,1.202940059
5-Fluorouracil,85,3/2/2013,3.164348863,0.951071053,-0.240183656,-2.112138031,-0.015682645,0.592461302,1.34561028,1.401954182
5-Fluorouracil,85,3/23/2012,2.903246314,1.163016917,-0.068576479,-1.774408232,-0.352237022,0.864086733,1.966858324,1.577213772
5-Fluorouracil,85,2/25/2012,2.975487585,1.136513241,-0.107895153,-1.8904783,0,0.883158427,1.077742983,1.44500543
5-Fluorouracil,84,3/15/2013,2.007417883,0.586363327,-0.859995971,-2.151208765,-0.500020164,0.082567064,0.999918728,0.771986209
5-Fluorouracil,84,12/7/2012,2.186185895,0.974096185,-0.618704487,-2.061448616,0.135013121,0.289314133,1.513708524,1.214376244
5-Fluorouracil,84,5/24/2012,1.712254442,1.230130078,-0.231608391,-1.741573754,0.089328618,0.610577603,2.517925479,1.207377322
